id,label,score,title,year,is_animal,is_creature
353345,uncertain,0.285,The Exorcism of Molly Hartley,2015,False,False
44040,ghost,0.782,Devil,2010,False,True
292280,uncertain,0.312,The Bye Bye Man,2017,False,False
424121,uncertain,0.235,Apostle,2018,False,False
3021,uncertain,0.453,1408,2007,False,False
17692,shark,0.969,Jaws 3-D,1983,True,True
24150,masked_killer,0.74,Halloween II,2009,False,True
25983,uncertain,0.493,The House of the Devil,2009,False,False
1933,uncertain,0.261,The Others,2001,False,False
723072,uncertain,0.24,Host,2020,False,False
9406,werewolf,0.943,An American Werewolf in Paris,1997,False,True
524251,uncertain,0.271,I See You,2019,False,False
717728,uncertain,0.257,Jeepers Creepers: Reborn,2022,False,False
65055,shark,0.985,Shark Night 3D,2011,True,True
18392,uncertain,0.302,Embrace of the Vampire,1995,False,False
10906,uncertain,0.275,Pet Sematary II,1992,False,False
431075,uncertain,0.257,Polaroid,2019,False,False
63700,vampire,0.984,My Babysitter's a Vampire,2010,False,True
40012,uncertain,0.462,Raising Jeffrey Dahmer,2006,False,False
28739,uncertain,0.203,Cabin Fever 2: Spring Fever,2009,False,False
523931,shark,0.914,Megalodon,2018,True,True
542224,uncertain,0.401,Gretel & Hansel,2020,False,False
11249,uncertain,0.279,Seed of Chucky,2004,False,False
34004,zombie,0.975,Children of the Living Dead,2001,False,True
927341,uncertain,0.368,Hunting Ava Bravo,2022,False,False
95993,demon,0.962,Demon Slayer,2003,False,True
505058,uncertain,0.354,Unfriended: Dark Web,2018,False,False
259072,uncertain,0.201,Wrong Turn 6: Last Resort,2014,False,False
564082,uncertain,0.295,30 Miles from Nowhere,2018,False,False
298312,uncertain,0.492,The Visit,2015,False,False
19994,uncertain,0.159,Jennifer's Body,2009,False,False
485415,zombie,0.825,Day of the Dead: Bloodline,2017,False,True
343674,uncertain,0.222,Gerald's Game,2017,False,False
585216,uncertain,0.344,Escape Room: Tournament of Champions,2021,False,False
518158,uncertain,0.166,Leprechaun Returns,2018,False,False
18011,uncertain,0.202,Leprechaun in the Hood,2000,False,False
768447,uncertain,0.29,Motherly,2022,False,False
49730,vampire,0.539,Red Riding Hood,2011,False,True
777620,uncertain,0.381,Caged,2021,False,False
517764,uncertain,0.221,The Farm,2019,False,False
254474,zombie,0.724,Zombeavers,2014,False,True
300665,none,0.555,Leatherface,2017,False,False
738542,ghost,0.688,The Haunting of Margam Castle,2020,False,True
199534,werewolf,0.918,Wolf Creek 2,2013,False,True
762504,uncertain,0.304,Nope,2022,False,False
316154,uncertain,0.482,The Bad Batch,2017,False,False
11460,uncertain,0.235,Red Eye,2005,False,False
516632,uncertain,0.36,The Empty Man,2020,False,False
11815,insect,0.609,The Fly,1958,True,True
836225,uncertain,0.328,The Exorcism of God,2022,False,False
753453,uncertain,0.227,V/H/S/94,2021,False,False
760161,uncertain,0.426,Orphan: First Kill,2022,False,False
40466,uncertain,0.204,Crocodile,2000,False,False
25853,demon,0.817,Dahmer,2002,False,True
133805,uncertain,0.186,Carrie,2013,False,False
10131,uncertain,0.208,A Nightmare on Elm Street 4: The Dream Master,1988,False,False
19898,uncertain,0.216,Pandorum,2009,False,False
4234,uncertain,0.253,Scream 3,2000,False,False
11531,uncertain,0.244,Book of Shadows: Blair Witch 2,2000,False,False
1946,uncertain,0.417,eXistenZ,1999,False,False
282035,uncertain,0.232,The Mummy,2017,False,False
84348,none,0.602,V/H/S,2012,False,False
570670,ghost,0.745,The Invisible Man,2020,False,True
412546,uncertain,0.241,Antrum,2018,False,False
126172,uncertain,0.389,Leprechaun: Origins,2014,False,False
34480,demon,0.865,The Descent: Part 2,2009,False,True
161326,doll,0.968,Dangerous Worry Dolls,2008,False,True
18405,uncertain,0.26,The Last House on the Left,2009,False,False
34081,uncertain,0.375,Ted Bundy,2002,False,False
287424,uncertain,0.191,Maggie,2015,False,False
25748,doll,0.764,Children of the Corn II: The Final Sacrifice,1992,False,True
10012,uncertain,0.211,Cursed,2005,False,False
348,uncertain,0.494,Alien,1979,False,False
591274,uncertain,0.266,Fear Street: 1978,2021,False,False
420707,shark,0.955,Cage Dive,2017,True,True
59115,uncertain,0.363,Quarantine 2: Terminal,2011,False,False
763149,uncertain,0.292,Aftermath,2021,False,False
10552,uncertain,0.451,Cat's Eye,1985,False,False
340601,demon,0.695,Delirium,2018,False,True
291167,skeleton,0.953,Crystal Skulls,2014,False,True
10127,alien,0.858,Critters 2,1988,False,True
509635,uncertain,0.234,Alone,2020,False,False
998340,uncertain,0.266,Smile,2016,False,False
528091,skeleton,0.72,The Furies,2019,False,True
346364,uncertain,0.373,It,2017,False,False
124470,uncertain,0.382,Exists,2014,False,False
9042,skeleton,0.537,The Cave,2005,False,True
528985,vampire,0.557,Assimilate,2019,False,True
659986,uncertain,0.293,The Owners,2020,False,False
36685,uncertain,0.281,The Rocky Horror Picture Show,1975,False,False
13207,uncertain,0.461,Friday the 13th,2009,False,False
13515,uncertain,0.365,Mirrors,2008,False,False
442249,masked_killer,0.686,The First Purge,2018,False,True
57876,ghost,0.528,Area 51,2015,False,True
12142,uncertain,0.366,Alone in the Dark,2005,False,False
996727,skeleton,0.506,The Price We Pay,2022,False,True
628,vampire,0.948,Interview with the Vampire,1994,False,True
610394,uncertain,0.253,The Haunting of La Llorona,2019,False,False
429417,uncertain,0.2,Ghost Stories,2018,False,False
793002,masked_killer,0.714,Dreamcatcher,2021,False,True
132137,werewolf,0.959,Werewolf: The Beast Among Us,2012,False,True
565028,masked_killer,0.64,Candyman,2021,False,True
49017,uncertain,0.271,Dracula Untold,2014,False,False
9616,uncertain,0.255,The Order,2003,False,False
50719,uncertain,0.484,"Silent Night, Deadly Night Part 2",1987,False,False
787752,uncertain,0.316,Fresh,2022,False,False
295011,zombie,0.514,Patient Zero,2018,False,True
12590,ghost,0.65,Below,2002,False,True
244566,uncertain,0.207,Life After Beth,2014,False,False
864873,ghost,0.596,Hypnotic,2021,False,True
22894,uncertain,0.404,Legion,2010,False,False
10576,uncertain,0.332,Psycho II,1983,False,False
397243,uncertain,0.275,The Autopsy of Jane Doe,2016,False,False
401561,zombie,0.52,Mom and Dad,2018,False,True
11377,uncertain,0.338,House on Haunted Hill,1999,False,False
591273,uncertain,0.468,Fear Street: 1994,2021,False,False
44037,uncertain,0.41,Lake Placid 3,2010,False,False
649524,uncertain,0.334,Behind the Trees,2019,False,False
411805,zombie,0.961,Walking Dead In The West,2016,False,True
652004,uncertain,0.316,The Wolf of Snow Hollow,2020,False,False
480105,shark,0.897,47 Meters Down: Uncaged,2019,True,True
37707,ghost,0.621,Splice,2009,False,True
6933,masked_killer,0.515,One Missed Call,2008,False,True
672582,uncertain,0.283,The Deep House,2021,False,False
312831,uncertain,0.408,The Hallow,2015,False,False
6488,uncertain,0.406,Arachnophobia,1990,False,False
447332,uncertain,0.193,A Quiet Place,2018,False,False
611489,witch,0.521,Initiation,2020,False,True
549294,uncertain,0.292,Synchronic,2020,False,False
38358,demon,0.734,The Last Exorcism,2010,False,True
256274,skeleton,0.719,"As Above, So Below",2014,False,True
11547,uncertain,0.369,Cabin Fever,2003,False,False
460019,uncertain,0.456,Truth or Dare,2018,False,False
13885,uncertain,0.243,Sweeney Todd: The Demon Barber of Fleet Street,2007,False,False
393345,uncertain,0.448,Cult of Chucky,2017,False,False
28635,uncertain,0.364,Wishmaster 3: Beyond the Gates of Hell,2001,False,False
10304,uncertain,0.371,Starship Troopers 2: Hero of the Federation,2004,False,False
763,uncertain,0.406,Braindead,1992,False,False
11428,uncertain,0.451,Sleepwalkers,1992,False,False
647302,uncertain,0.268,Benny Loves You,2019,False,False
768,demon,0.834,From Hell,2001,False,True
12110,vampire,0.957,Dracula: Dead and Loving It,1995,False,True
791,ghost,0.544,The Fog,2005,False,True
614205,ghost,0.675,Dark Light,2019,False,True
9030,uncertain,0.299,The Eye,2008,False,False
49950,uncertain,0.204,The Roommate,2011,False,False
539537,none,0.533,Fantasy Island,2020,False,False
630586,uncertain,0.276,Wrong Turn,2021,False,False
58151,masked_killer,0.538,Fright Night,2011,False,True
516329,werewolf,0.532,Antlers,2021,False,True
532814,demon,0.593,The Bad Seed,2018,False,True
442062,uncertain,0.406,Goosebumps 2: Haunted Halloween,2018,False,False
561,uncertain,0.251,Constantine,2005,False,False
75735,uncertain,0.492,Zombie Apocalypse,2011,False,False
871875,uncertain,0.228,Escape the Undertaker,2021,False,False
10344,alien,0.566,The Fly II,1989,False,True
19908,zombie,0.923,Zombieland,2009,False,True
755,masked_killer,0.695,From Dusk Till Dawn,1996,False,True
504175,doll,0.898,Chucky's Vacation Slides,2005,False,True
632304,none,0.732,The Beach House,2020,False,False
10072,uncertain,0.201,A Nightmare on Elm Street 3: Dream Warriors,1987,False,False
242512,uncertain,0.48,Ouija,2014,False,False
523139,uncertain,0.305,In the Tall Grass,2019,False,False
82507,uncertain,0.304,Sinister,2012,False,False
460885,uncertain,0.328,Mandy,2018,False,False
356486,werewolf,0.524,Lumberjack Man,2015,False,True
761563,snake,0.785,Medusa: Queen of the Serpents,2021,True,True
1029132,uncertain,0.318,The Folks,2022,False,False
11850,uncertain,0.293,Invasion of the Body Snatchers,1978,False,False
420245,uncertain,0.209,Don't Knock Twice,2017,False,False
670429,witch,0.961,Witch Hunt,2021,False,True
527261,uncertain,0.499,The Silence,2019,False,False
289712,uncertain,0.313,Mockingbird,2014,False,False
469916,uncertain,0.32,Downrange,2018,False,False
4961,uncertain,0.35,Mimic,1997,False,False
273477,uncertain,0.328,Scouts Guide to the Zombie Apocalypse,2015,False,False
582913,uncertain,0.339,The Room,2019,False,False
23437,uncertain,0.372,A Nightmare on Elm Street,2010,False,False
591275,uncertain,0.331,Fear Street: 1666,2021,False,False
10823,uncertain,0.39,Children of the Corn,1984,False,False
643586,uncertain,0.263,Willy's Wonderland,2021,False,False
1813,demon,0.948,The Devil's Advocate,1997,False,True
512025,uncertain,0.448,There's Someone Inside Your House,2021,False,False
8643,demon,0.615,The Exorcism of Emily Rose,2005,False,True
756278,skeleton,0.916,Haunting of the Mary Celeste,2020,False,True
575774,uncertain,0.35,His House,2020,False,False
263472,none,0.691,Knock Knock,2015,False,False
19912,skeleton,0.933,The Final Destination,2009,False,True
405882,masked_killer,0.604,Don't Kill It,2016,False,True
440021,uncertain,0.469,Happy Death Day,2017,False,False
252190,uncertain,0.407,American Weapon,2014,False,False
19288,uncertain,0.169,Leprechaun: Back 2 tha Hood,2003,False,False
501170,uncertain,0.303,Doctor Sleep,2019,False,False
93856,uncertain,0.333,Chernobyl Diaries,2012,False,False
345911,ghost,0.908,Lights Out,2016,False,True
300668,uncertain,0.488,Annihilation,2018,False,False
588,uncertain,0.342,Silent Hill,2006,False,False
443791,uncertain,0.349,Underwater,2020,False,False
467632,uncertain,0.25,Bad Samaritan,2018,False,False
3603,none,0.701,Black Sheep,2007,False,False
4283,skeleton,0.533,Primeval,2007,False,True
901385,uncertain,0.497,Significant Other,2022,False,False
630766,uncertain,0.207,A Night of Horror: Nightmare Radio,2020,False,False
792657,uncertain,0.492,Safer at Home,2021,False,False
16281,skeleton,0.729,Creepshow,1982,False,True
72571,ghost,0.543,Paranormal Activity 3,2011,False,True
76617,uncertain,0.34,Texas Chainsaw 3D,2013,False,False
675327,uncertain,0.249,Shadow in the Cloud,2020,False,False
10489,werewolf,0.684,Cujo,1983,False,True
839678,zombie,0.69,Unhuman,2022,False,True
439015,uncertain,0.446,Slender Man,2018,False,False
736509,spider,0.689,Intersect,2020,True,True
347754,uncertain,0.292,Curve,2015,False,False
11773,uncertain,0.378,Village of the Damned,1960,False,False
522681,uncertain,0.471,Escape Room,2019,False,False
346651,giant_monster,0.792,Pandemic,2016,False,True
854535,uncertain,0.26,The Legacy of Chucky,2021,False,False
9286,uncertain,0.322,Final Destination 3,2006,False,False
439079,uncertain,0.439,The Nun,2018,False,False
52520,witch,0.574,Underworld: Awakening,2012,False,True
512936,zombie,0.655,4/20 Massacre,2018,False,True
259693,uncertain,0.264,The Conjuring 2,2016,False,False
347849,shark,0.98,Zombie Shark,2015,True,True
715658,uncertain,0.426,The Scientist,2020,False,False
9360,uncertain,0.347,Anaconda,1997,False,False
341006,uncertain,0.363,The Belko Experiment,2016,False,False
10294,none,0.697,Vacancy,2007,False,False
23823,uncertain,0.375,Wrong Turn 3: Left for Dead,2009,False,False
446101,uncertain,0.329,Assassination Nation,2018,False,False
91586,uncertain,0.235,Insidious: Chapter 2,2013,False,False
128748,witch,0.877,Curse of the Blair Witch,1999,False,True
9392,skeleton,0.895,The Descent,2005,False,True
2655,uncertain,0.303,What Lies Beneath,2000,False,False
517116,clown,0.729,Haunt,2019,False,True
372343,uncertain,0.238,The Snowman,2017,False,False
846778,uncertain,0.334,Margaux,2022,False,False
159211,uncertain,0.186,The Haunting of Helena,2013,False,False
419430,uncertain,0.325,Get Out,2017,False,False
10578,uncertain,0.372,Dracula II: Ascension,2003,False,False
780766,clown,0.959,The John Wayne Gacy Murders: life and death in Chicago,2020,False,True
524216,uncertain,0.22,The Mortuary Collection,2020,False,False
425931,uncertain,0.247,The Black Room,2017,False,False
522444,shark,0.697,Black Water: Abyss,2020,True,True
664356,skeleton,0.594,The Cannibal Killer: The Real Story of Jeffrey Dahmer,2020,False,True
15301,none,0.535,Twilight Zone: The Movie,1983,False,False
767504,uncertain,0.277,Black as Night,2021,False,False
631843,none,0.537,Old,2021,False,False
310131,witch,0.854,The Witch,2015,False,True
682810,uncertain,0.352,SCP-096,2020,False,False
13474,uncertain,0.429,P2,2007,False,False
520763,none,0.517,A Quiet Place Part II,2021,False,False
375355,uncertain,0.201,Don't Hang Up,2016,False,False
489939,uncertain,0.485,Daphne & Velma,2018,False,False
424139,uncertain,0.473,Halloween,2018,False,False
23202,uncertain,0.252,Trick 'r Treat,2007,False,False
10008,uncertain,0.344,An American Haunting,2005,False,False
766,uncertain,0.293,Army of Darkness,1992,False,False
938596,shark,0.944,Bull Shark,2022,True,True
590995,witch,0.621,The Craft: Legacy,2020,False,True
418078,uncertain,0.402,It Comes at Night,2017,False,False
587496,uncertain,0.376,The Rental,2020,False,False
870671,werewolf,0.65,The Hunting,2022,False,True
7342,uncertain,0.325,Carrie,2002,False,False
531309,uncertain,0.28,Brightburn,2019,False,False
11495,uncertain,0.453,Firestarter,1984,False,False
146203,uncertain,0.409,The Last Exorcism Part II,2013,False,False
740925,uncertain,0.211,No One Gets Out Alive,2021,False,False
24126,uncertain,0.318,Warlock: The Armageddon,1993,False,False
184346,demon,0.802,Deliver Us from Evil,2014,False,True
829358,uncertain,0.339,Queen of Spades,2021,False,False
159638,ghost,0.676,Ghost Team One,2013,False,True
571384,uncertain,0.389,Come Play,2020,False,False
897424,uncertain,0.307,Dark Cloud,2022,False,False
27740,uncertain,0.454,A Return to Salem's Lot,1987,False,False
2637,uncertain,0.4,The Mothman Prophecies,2002,False,False
806,uncertain,0.28,The Omen,2006,False,False
458723,uncertain,0.37,Us,2019,False,False
296626,uncertain,0.331,Finders Keepers,2014,False,False
830788,uncertain,0.222,The Invitation,2022,False,False
18476,uncertain,0.282,Horsemen,2009,False,False
241258,demon,0.708,Incarnate,2016,False,True
364116,skeleton,0.565,The Other Side of the Door,2016,False,True
11351,uncertain,0.181,Jeepers Creepers 2,2003,False,False
257445,werewolf,0.808,Goosebumps,2015,False,True
535581,zombie,0.641,The Dead Don't Die,2019,False,True
10605,vampire,0.955,Vampires: Los Muertos,2002,False,True
138843,uncertain,0.23,The Conjuring,2013,False,False
394830,uncertain,0.346,The Crucifixion,2017,False,False
25155,uncertain,0.29,The Stepfather,1987,False,False
396493,uncertain,0.214,Creep 2,2017,False,False
539,uncertain,0.327,Psycho,1960,False,False
820511,masked_killer,0.661,Ripper Untold,2021,False,True
203835,uncertain,0.267,Amityville: The Awakening,2017,False,False
631322,ghost,0.631,Silhouette,2019,False,True
126889,alien,0.914,Alien: Covenant,2017,False,True
708336,skeleton,0.52,Return of the Tooth Fairy,2020,False,True
8922,uncertain,0.33,Jeepers Creepers,2001,False,False
170,uncertain,0.453,28 Days Later,2002,False,False
450932,uncertain,0.243,Armed Response,2017,False,False
60935,uncertain,0.404,The Thing,2011,False,False
50698,uncertain,0.178,Grave Encounters,2011,False,False
355506,uncertain,0.309,Siren,2016,False,False
14564,uncertain,0.331,Rings,2017,False,False
523638,uncertain,0.262,Prisoners of the Ghostland,2021,False,False
602223,uncertain,0.274,The Forever Purge,2021,False,False
313922,uncertain,0.397,Green Room,2015,False,False
13059,zombie,0.606,The Signal,2008,False,True
18781,uncertain,0.498,The Haunting in Connecticut,2009,False,False
157544,uncertain,0.462,The Vatican Tapes,2015,False,False
1576,uncertain,0.449,Resident Evil,2002,False,False
814800,uncertain,0.466,Goodnight Mommy,2022,False,False
622,uncertain,0.317,The Ninth Gate,1999,False,False
36419,uncertain,0.24,After.Life,2009,False,False
794960,uncertain,0.232,Blood Moon,2021,False,False
632357,uncertain,0.376,The Unholy,2021,False,False
284564,uncertain,0.367,31,2016,False,False
109428,zombie,0.711,Evil Dead,2013,False,True
465086,uncertain,0.27,The Grudge,2020,False,False
697799,uncertain,0.277,WarHunt,2022,False,False
362105,uncertain,0.216,R.L. Stine's Monsterville: The Cabinet of Souls,2015,False,False
294963,uncertain,0.39,Bone Tomahawk,2015,False,False
371608,masked_killer,0.506,The Strangers: Prey at Night,2018,False,True
10336,uncertain,0.342,Spawn,1997,False,False
119278,skeleton,0.664,Smiley,2012,False,True
741613,uncertain,0.444,The Boy Behind The Door,2020,False,False
514277,uncertain,0.232,Mara,2018,False,False
270303,uncertain,0.454,It Follows,2014,False,False
46441,zombie,0.535,Mirrors 2,2010,False,True
272692,demon,0.55,The Possession of Michael King,2014,False,True
823491,uncertain,0.241,The Origin,2022,False,False
29427,uncertain,0.363,The Crazies,2010,False,False
852485,witch,0.704,She Will,2022,False,True
560362,snake,0.991,Rattlesnake,2019,True,True
9871,uncertain,0.39,Ginger Snaps,2000,False,False
546121,uncertain,0.347,Run,2020,False,False
474350,clown,0.874,It Chapter Two,2019,False,True
23988,zombie,0.661,Stan Helsing,2009,False,True
429467,uncertain,0.395,The Lodgers,2017,False,False
514593,uncertain,0.263,You Should Have Left,2020,False,False
471506,witch,0.518,Greta,2018,False,True
297608,demon,0.8,The Taking of Deborah Logan,2014,False,True
7131,uncertain,0.28,Van Helsing,2004,False,False
436274,uncertain,0.263,Radius,2017,False,False
84226,uncertain,0.427,The Day,2011,False,False
159117,uncertain,0.492,V/H/S/2,2013,False,False
375366,uncertain,0.217,The Girl with All the Gifts,2016,False,False
231001,clown,0.656,All Hallows' Eve,2013,False,True
27414,uncertain,0.259,"Silent Night, Deadly Night",1984,False,False
46838,uncertain,0.441,Tucker and Dale vs. Evil,2010,False,False
748224,uncertain,0.427,Reaptown,2020,False,False
423108,demon,0.549,The Conjuring: The Devil Made Me Do It,2021,False,True
155084,uncertain,0.361,13 Sins,2014,False,False
10727,uncertain,0.467,Darkness Falls,2003,False,False
55341,vampire,0.629,Jeepers Creepers 3,2017,False,True
104755,uncertain,0.271,The Lords of Salem,2012,False,False
1690,uncertain,0.179,Hostel,2005,False,False
10493,uncertain,0.219,Dead Calm,1989,False,False
803114,shark,0.951,The Requin,2022,True,True
36586,masked_killer,0.907,Blade II,2002,False,True
229839,ghost,0.633,Grave Halloween,2013,False,True
780609,uncertain,0.324,Men,2022,False,False
816977,uncertain,0.275,They/Them,2022,False,False
5680,witch,0.59,"Elvira, Mistress of the Dark",1988,False,True
833425,uncertain,0.291,No Exit,2022,False,False
715123,uncertain,0.497,Books of Blood,2020,False,False
440597,witch,0.511,Wish Upon,2017,False,True
400710,ghost,0.931,Flatliners,2017,False,True
86825,uncertain,0.332,Stoker,2013,False,False
593655,uncertain,0.412,Castle Freak,2020,False,False
627290,vampire,0.57,Antebellum,2020,False,True
46261,uncertain,0.286,Don't Be Afraid of the Dark,2010,False,False
825808,uncertain,0.274,See for Me,2022,False,False
578,shark,0.935,Jaws,1975,True,True
14435,masked_killer,0.545,My Bloody Valentine,2009,False,True
732472,uncertain,0.428,The Amityville Harvest,2020,False,False
21208,witch,0.576,Orphan,2009,False,True
84228,uncertain,0.231,Julia X,2011,False,False
698320,masked_killer,0.736,The Mad Hatter,2021,False,True
11979,uncertain,0.27,Queen of the Damned,2002,False,False
459202,uncertain,0.425,Boo 2! A Madea Halloween,2017,False,False
18009,uncertain,0.211,Leprechaun 2,1994,False,False
10306,uncertain,0.412,Poltergeist III,1988,False,False
703745,shark,0.861,Deep Blue Sea 3,2020,True,True
16304,skeleton,0.764,Creepshow 3,2006,False,True
571055,clown,0.71,Down,2019,False,True
299245,uncertain,0.369,The Gallows,2015,False,False
838484,uncertain,0.28,Choose or Die,2022,False,False
674025,uncertain,0.359,Aztech,2020,False,False
796428,uncertain,0.44,Madres,2021,False,False
566949,uncertain,0.295,Pooka!,2018,False,False
9378,uncertain,0.204,Thir13en Ghosts,2001,False,False
707131,uncertain,0.28,Polaroid,2019,False,False
10065,uncertain,0.266,The Amityville Horror,2005,False,False
615017,uncertain,0.466,47 Hours to Live,2019,False,False
645856,demon,0.673,The Seventh Day,2021,False,True
428399,skeleton,0.588,Cold Skin,2017,False,True
257874,uncertain,0.355,Beneath,2013,False,False
384798,uncertain,0.236,Kill Command,2016,False,False
9362,uncertain,0.291,Tremors,1990,False,False
599975,uncertain,0.21,Countdown,2019,False,False
55779,skeleton,0.798,Final Destination 5,2011,False,True
751237,uncertain,0.325,Umma,2022,False,False
60304,uncertain,0.249,Hansel & Gretel: Witch Hunters,2013,False,False
157433,werewolf,0.852,Pet Sematary,2019,False,True
607383,uncertain,0.464,Aquaslash,2019,False,False
11586,uncertain,0.375,Exorcist II: The Heretic,1977,False,False
82654,uncertain,0.32,Warm Bodies,2013,False,False
636879,uncertain,0.356,A Nun's Curse,2020,False,False
551804,uncertain,0.302,Freaky,2020,False,False
786300,uncertain,0.233,Tentacles,2021,False,False
754934,demon,0.52,Son,2021,False,True
16337,clown,0.585,The Texas Chainsaw Massacre 2,1986,False,True
533642,doll,0.986,Child's Play,2019,False,True
167032,doll,0.818,Curse of Chucky,2013,False,True
9532,vampire,0.51,Final Destination,2000,False,True
301804,uncertain,0.302,Before I Wake,2016,False,False
280892,uncertain,0.349,Bunks,2013,False,False
765,skeleton,0.765,Evil Dead II,1987,False,True
381288,uncertain,0.219,Split,2016,False,False
595149,uncertain,0.385,Death of Me,2020,False,False
599281,uncertain,0.282,Fear of Rain,2021,False,False
619778,uncertain,0.178,Malignant,2021,False,False
521029,doll,0.82,Annabelle Comes Home,2019,False,True
573560,uncertain,0.35,The Car: Road to Revenge,2019,False,False
5876,uncertain,0.239,The Mist,2007,False,False
514847,uncertain,0.288,The Hunt,2020,False,False
438799,uncertain,0.326,Overlord,2018,False,False
15212,uncertain,0.398,Species: The Awakening,2007,False,False
17918,uncertain,0.275,Swamp Thing,1982,False,False
228973,uncertain,0.437,Backcountry,2014,False,False
10069,uncertain,0.197,Stay Alive,2006,False,False
338676,giant_monster,0.592,Extinction,2015,False,True
10891,uncertain,0.423,Tremors 4: The Legend Begins,2004,False,False
406994,uncertain,0.474,Better Watch Out,2017,False,False
11082,uncertain,0.47,The Seventh Sign,1988,False,False
165864,uncertain,0.214,Hansel and Gretel Get Baked,2013,False,False
512196,uncertain,0.475,Happy Death Day 2U,2019,False,False
76487,uncertain,0.279,The Devil Inside,2012,False,False
85133,zombie,0.995,Zombie Apocalypse: Redemption,2011,False,True
10185,uncertain,0.233,The Midnight Meat Train,2008,False,False
12212,uncertain,0.198,Urban Legends: Final Cut,2000,False,False
145135,ghost,0.539,Dark Skies,2013,False,True
434555,uncertain,0.341,The Possession of Hannah Grace,2018,False,False
335866,uncertain,0.271,Circle,2015,False,False
287084,masked_killer,0.503,The Town that Dreaded Sundown,2014,False,True
20441,uncertain,0.193,Messengers 2: The Scarecrow,2009,False,False
12702,giant_monster,0.658,Critters 3,1991,False,True
12707,uncertain,0.202,Orca,1977,False,False
675490,uncertain,0.403,The Unfamiliar,2020,False,False
426814,zombie,0.823,The Domestics,2018,False,True
532671,uncertain,0.286,The Prodigy,2019,False,False
718022,uncertain,0.347,Heks,2020,False,False
515454,masked_killer,0.591,Come True,2020,False,True
41704,uncertain,0.291,Serial Killers: The Real Life Hannibal Lecters,2001,False,False
11096,ghost,0.592,Hide and Seek,2005,False,True
38410,uncertain,0.376,The Poughkeepsie Tapes,2007,False,False
218784,uncertain,0.374,Freaks of Nature,2015,False,False
932868,uncertain,0.207,The Joke,2022,False,False
403964,uncertain,0.405,ClownTown,2016,False,False
16780,uncertain,0.209,The Return of the Texas Chainsaw Massacre,1995,False,False
99942,uncertain,0.492,Porn Star Zombies,2009,False,False
716258,uncertain,0.302,Black Box,2020,False,False
